QunNum,MastQQ,CreateDate,Title,Class,QunText
101272,177,2002-09-18,嗷O(∩_∩)O嗷の狼⑤,64,喜欢嗷嗷的宝贝儿们都来这里集合喽!!~(@^_^@)~□藕粉□XX□<br/>5520嗷嗷粉丝狼窝4号
101273,6,2002-09-18,QQ交流群,4,
101278,4,2006-10-08,老陈的Q群1,395,老陈的Q群1……
101280,15,2002-09-18,二十二冶童年,395,
101281,94,2002-09-18,为潮而来,60,
101282,84,2002-09-18,一米陽光,398,劲舞华北2区玩家群
101283,11,2002-09-18,狂拽一族,319,如果有醒不了的梦我一定去做/如果有走不完的路我一定去走/如果有变不了的爱/一定去求/
101285,1,2002-09-18,鳳凰社,0,-------
101288,7,2002-09-18,创业.&amp;CN,395,www.p.cn-做最好的个人门户
101291,18,2002-09-18,瀛海威,0,怀念老瀛海威的民间组织-http://www.oihw.com
101299,3,2002-09-18,小宝贝儿,0,嗯！
101300,11,2002-09-18,仲裁监察办公室,2225,
101302,42,2002-09-18,淄博之家,2652,沉默年代或许不该太遥远的爱......
101304,2,2005-02-09,101304,395,101304
101306,1,2002-09-18,我的高中,0,江财９８信息１班
101309,40,2002-09-18,永远的一班,4276,
101317,39,2002-09-18,亨利HAPPY,1920,
101320,195,2002-09-18,C.C.Foto,312,CCF.Photo
101321,4,2002-09-18,魏家大院,395,-
101322,10,2002-09-18,一家亲亲亲亲亲亲亲亲,134,
101323,49,2002-09-18,网技联湖南,188,
101325,6,2002-09-18,︶ㄣ訫碎ブ,21,
101326,14,2002-09-18,厚街之创享第三娱乐,21,
101327,1,2002-09-18,我们不再年轻,2002,
101328,193,2002-09-18,山西牙医联盟,177,
101331,25,2005-08-02,Internalgroup,393,
101332,8,2002-09-18,我的qq,12,
101334,1,2002-09-18,我不做大哥好多年,0,<br/>
101335,2,2004-12-16,101335,0,
101338,1,2004-05-24,x6,6,
101342,13,2002-09-18,高三三班,2226,２００３届叱吒高三劲爆南中海良哥の独裁腐败政府物理三班
101348,10,2005-03-11,心桥外联,395,……
101349,3,2002-09-18,梦幻西游群,0,
101354,18,2002-09-18,峰古豬狗友，狼群狐黨,2752,泡神
101357,81,2010-07-21,联盟精英国战群,402,一辈子粤纵横桃园云龙
101359,26,2002-09-18,青春留痕937,0,
101361,14,2002-09-18,堕天之翼,68,六区(网通-北京)-雷霆之怒-堕天之翼
101363,27,2002-09-18,计算机2班,4270,浙江财经学院97级同学专用
101366,13,2002-09-18,游戏行业,78,仅限业内人士（经理级）加入
101367,16,2002-09-18,似水流年,0,
101368,8,2002-09-18,▌洺亾·家族▌招人,18,
101369,2,2002-09-18,与元首在一起,0,为了世界和平
101371,8,2009-11-02,长乐交流群,0,私人交流群，谢绝访客~<br/>
101374,17,2002-09-18,拽已拽,3591,说吧讲吧
101375,1,2002-09-18,乐透社,0,
101378,15,2002-09-18,一汽大众汽车有限公司,2041,
101379,1,2002-09-18,飞行(feixing.org),395,
101380,4,2003-09-29,滨州生活网B,20,
101381,4,2004-07-17,101381,169,
101382,29,2002-09-18,塘下一中9310,4270,初中同学
101383,4,2004-08-02,101383,169,
101384,1,2008-11-17,无效群,21,
101389,1,2004-11-03,易恒网络,67,胜他人为强者，胜自己为智者。得天下为霸者，得人心为王者。
101390,86,2004-02-17,2010贵人鸟,184,2010贵人鸟运动快乐！
101391,7,2002-09-18,0322希望之家,3127,"群将于近期举办见面会,欢迎大家踊跃参加....."
101393,36,2002-09-18,JXTC,13,"爱休闲,爱生活!"
101394,20,2002-09-18,现代汽车00,230,我们互相勉励.就算远隔重洋.
101395,1,2002-09-18,101395,0,信阳师范学院2002级艺术系的同学们，大家好！
101396,111,2002-09-18,IOICN-SP机友群,189,IOICN-SP机友群<br/>http://www.ioicn.com.cn/forum/forum-62-1.html
101403,24,2002-09-18,同心鹏飞,3516,我们相聚在初冬，27个兄弟姐妹心连心，不抛弃、不放弃，我们把热情和青春挥洒在平安！
101405,1,2002-09-18,CCR三班,2112,
101407,5,2002-09-18,Ngcool.com,1953,
101410,14,2004-08-16,我们的初中,20,同学们，来吧
101411,27,2002-09-18,社区足球队高级群,163,尚青郡足球队的口号:无耻自信之尚青郡，谁都不怕来试试~！！欢迎大家来加入~！！
101413,101,2002-09-18,96届,316,"哈哈,衡阳二中的老同学门(236,237,241...),你门好吗?大家一起交流啊!胡敏<br/>"
101414,40,2002-09-18,96应用电子技术,4279,
101415,1,2004-08-24,101415,147,
101417,3,2005-12-24,出售辽宁1区游戏B,4159,来的都是朋友
101418,32,2002-09-18,桂中一班人,0,桂中98届毕业的一班。
101420,20,2002-09-18,无为,398,
101426,21,2002-09-18,OCM精英群,0,
101429,15,2002-09-18,有质青年,201,长春联创，棒！棒！棒！
101431,38,2004-04-26,02软件6班,2745,中意倾偈吗？入嚟咯欢迎你啊~~
101435,198,2002-09-18,OCP&amp;OCM(一群),193,本群是私人组织，以盈利为目的，OCM考前培训，有意咨询晶晶
101436,37,2002-09-18,99精细化工,2071,99精化万岁万岁万万岁！
101438,4,2002-09-18,同学,0,
101442,3,2002-09-18,2群,4270,
101444,5,2002-09-18,大树,0,
101448,4,2002-09-18,高二（7）,0,这里都是同学，欢迎加入！
101450,9,2002-09-18,永远的501,4294,
101451,94,2002-09-18,全國聾人籃球群,162,
101452,1,2002-09-18,温州DIY之家,185,欢迎加入温州DIY之家~~~
101453,74,2002-09-18,白河枫叶飘飘,3109,只可杂谈，不许骂人！<br/>枫叶网吧白河店白河检查院后
101454,59,2002-09-18,扼饮扼食,2215,天天学习好心情!
101457,8,2004-11-13,绥化国税局税企互动群,180,绥化市国家税务局大企业群
101460,39,2003-11-26,我們ｄě高ㄋ㈠,4272,非请勿入..
101463,37,2002-09-18,247班,395,哈是二百四十七的
101464,29,2002-09-18,高2000级6班,0,成都七中高2000级6班在线教室
101466,7,2002-09-18,梦想花园,0,这是一个快乐着的梦想家园，我们一起努力，快乐着的梦想现实吧
101468,5,2002-09-18,爱无反顾,0,一份爱，一份情，曾是那么宝贵，一颗心，一颗泪，曾是那样感动。为了爱，义无反顾！
101471,43,2002-09-18,-,398,-
101474,11,2002-09-18,平阴三中96级,2648,同学，俺想你，想你想的……
101477,56,2002-09-18,1997年我们永远的五班,2070,宁海中学『我们永远的五班』<br/>
101480,3,2002-09-18,逍遥自在,0,
101483,8,2002-09-18,瞎子曰,187,
101486,58,2002-09-18,我的大学,4271,安徽农业大学园林专业（2000年入学，2004年毕业，辅导员张令峰）
101487,1,2002-09-18,军营战友,0,希望现役军人的光临
101490,1,2002-09-18,同一个天地,178,沒經驗的朋友請站在門口別進來~!
101492,23,2002-09-18,我的小学,4271,舒城路小学二班（1988年入学，1994年毕业）
101494,9,2002-09-18,红豆女人,22,红豆斋的娘们雄起！
101496,8,2002-09-18,237（地大98352）,0,认识237吗？不认识的稍微走远点。怕吓着您。。
101497,21,2005-08-15,高三（一）班,152,
101499,37,2002-09-18,小学,0,01234567890123456789012345678901234567890123456789012345678901234567890123456789
101500,24,2005-08-15,丨至上天子丨,4159,
101503,47,2002-09-18,113我们青春的回忆,4266,我们的家园，113班！我们永远的家！
101504,1,2005-02-15,O(∩_∩)O哈哈~,21,
101506,13,2002-09-18,玉林银枫电脑公司,3508,
101507,33,2002-09-18,￡￥期货期权玩玩赚,3548,躁胜寒、静胜热、清静为天下正、祸莫大于不知足、咎莫大于欲得，故－知足之足，常足矣
101508,20,2002-09-18,象牙渔港,0,我们来自象山!
101510,1,2010-03-11,101510,51,
101511,20,2002-09-18,101511,0,
101513,191,2002-09-18,济南致胜车友会,358,"本群只招募济南本地致胜车友,外地及广告商进群必删!申请加入时请附上车号资料全"
101514,34,2002-09-18,沈药2002哈尔滨函授站,3228,沈阳药科大学2002届哈尔滨群组
101518,21,2002-09-18,成都7中高98级6班,0,我的高中同学
101524,2,2002-09-18,颠孑,2244,不是我的同学请勿加~<br/>谢谢~合作~
101525,26,2002-09-18,forever952,20,"清华附中95级2班,全是同学啦"
101532,1,2002-09-19,怀念,13,
101537,16,2002-09-19,东站检,395,
101538,7,2005-02-02,聚散唯缘,18,公司群~~
101540,1,2005-07-18,101540,2,
101541,1,2004-05-07,幻想小说,308,幻想小说共享，吹水。
101543,35,2003-10-18,【神圣联盟】QQ斗乐群,398,【神圣联盟】QQ斗乐群，大家多斗了，帮主不定期抽查
101547,1,2005-01-07,永乐科技客服1,187,永乐科技客服1
101548,7,2004-05-07,惊雪楼,13,
101550,10,2002-09-19,SPS,395,
101552,37,2002-09-19,89届11班,4279,揭阳真理中学89届11班<br/>验证消息：报姓字名谁（只接受本班）
101559,4,2002-09-19,◥◣辉煌☆戰隊◢◤,331,◥◣辉煌☆戰隊◢◤
101560,3,2002-09-19,都督(191639),0,1111
101561,143,2008-03-21,ρs;节奏＆布鲁斯,62,发广告的一律T
101563,2,2002-09-19,101563,0,
101567,1,2002-09-19,大海之家,394,
101568,1,2002-09-19,Noah,0,
101572,1,2002-09-19,88,4,
101573,126,2002-09-19,【元宝兑换】版友交流,394,元宝兑换版友交流群。
101575,11,2002-09-19,&quot;杀猪online&quot;,18,219.233.225.50:8080
101576,4,2004-07-25,班,0,
101577,18,2002-09-19,《貌似疯狂》邂逅群,3333,嘿嘿
101578,1,2002-09-19,成都【练氏】家族群,190,本群是成都练氏家族交流群，不是成都朋友请加官方群52693377，西南地区请加群92241283
101579,14,2002-09-19,落日苍狼,68,怀念
101580,2,2002-09-19,JSpring,0,闪呀
101581,11,2002-09-19,VIP,20,人生的成功不在于拿到一副好牌，而是怎样将坏牌打好。
101584,3,2002-09-19,-,0,怎么最近老是有人要加这个空白群，想加的给我个理由好吗？
101587,6,2002-09-19,痞子之家,0,欢迎大家
101588,4,2002-09-19,八度空间,0,欢迎加入。。
101590,14,2004-10-18,1,4268,1
101591,18,2002-09-19,★∮梦∮★,315,本组只供“梦想空间”会员、写手、业余作家、及音乐艺人使用，非本站成员请勿乱加。
101592,5,2004-11-11,小乙拍拍交易群,387,小乙拍拍交易群
101593,82,2002-09-19,Good18网络魔术俱乐部,193,"定时清理闲人,爱好者请在个人资料里注明www.good18.com或魔术不注明者清理时会被踢!"
101595,129,2004-08-12,网络技术联盟,188,http://bbs.sunwy.org/行业软件的先锋
101596,2,2002-09-19,佃伈ぺ戰無不勝,18,
101599,39,2003-11-29,无剑道杀人吧,272,.会员专属，非本俱乐部会员不得加入，加入时请报上会员得id。谢谢合作！
101600,18,2002-09-19,可爱七班,0,可爱七班
101601,10,2002-09-19,师盟電腦科技,0,電腦相關的服務，電腦相關的配件銷售，廣州地區服務
101604,8,2004-03-16,化肥子弟小学,18,1990~1996<br/>湖北省武穴市化肥厂子弟小学
101606,8,2002-09-19,苏州家居建材,1522,本群为苏州市场的家居建材、地板装饰等商家提供信息交流的互动平台。
101607,41,2002-09-19,我的发烧友*^__^*,187,音乐+电影+你=让你浪漫到发烧<br/>非请别来！！
101608,2,2002-09-19,同学,0,
101613,3,2002-09-19,游戏研究,0,只讨论游戏
101614,13,2003-12-31,三原色,3499,WelcomeToAuckland
101617,1,2002-09-19,BY,0,
101618,10,2002-09-19,最爱mP,193,
101619,20,2002-09-19,汇英同学会,0,是97年入学高中的都来吧！加入时请写清真实姓名！
101620,8,2002-09-19,穷人门！！！,3130,要想看门，请进入门的世界！！！
101621,17,2002-09-19,附小88级1班同学会,0,非本班同学勿入，谢谢。加入时请写清你的真实姓名，谢谢！
101626,16,2008-05-04,『网络驿站』,268,在紧张的学习和工作之余，放飞自己的心情！
101627,47,2002-09-19,★诸暨一小89一班★,2601,
101628,49,2003-12-03,★诸中01毕业活力八班,2601,诸暨中学
101629,1,2011-02-15,尊享人生,3542,
101630,96,2002-09-19,CSMAP地图制作群*1,72,
101633,36,2002-09-19,じ☆ve99.613,0,哈尔滨工程大学99-163班.
101639,3,2004-05-24,Onlyforchat,395,
101641,2,2002-09-19,XOR,21,
101642,2,2002-09-19,用时间证明,4279,
101643,5,2002-09-19,［Sb］,0,
101644,5,2010-03-28,私人聊天群,175,
101649,1,2002-09-19,老子的群,4,
101650,2,2002-09-19,UBC,0,everyonewhoisacurrentUBCstudnetiswelcometojoinus..
101653,74,2004-05-28,朗东,287,"朗东村委会,阳江朗东人请加群!阳江市双捷镇朗东村委会欢迎各位父老乡亲!"
101654,11,2002-09-19,BABY.CS养老院,72,Http://wWw.BabyChiNA.nET<br/>已退出CS...
101655,3,2004-05-11,《大明龙权》巅峰公测,193,
101656,53,2002-09-19,黑天使在线,145,http://www.da007.com黑天使在线事务
101658,185,2002-09-19,沈阳市教育研究院,2026,大家把自己认识的研究院同事申请进来，直接让他们申请加入群101658
101661,4,2002-09-19,林设计,0,林设计，不是零设计哦~~
101662,1,2002-09-19,林度时空,0,我们被世界遗忘，但我们没有遗忘世界~
101667,1,2002-09-19,卡卡以,0,这里都是我最好的朋友
101672,43,2002-09-19,じ☆veAngel,4,
101673,1,2006-02-09,101673,4,
101674,4,2002-09-19,认识我的人来吧,0,
101677,5,2002-09-19,云团网,68,云团网-云南团购第一品牌YNTUAN.com|体验团购狂潮，乐享时尚生活！
101678,2,2002-09-19,海滨晨曦,395,
101683,1,2002-09-19,来吧，朋友~,0,嘿嘿，我是朴哲焕，这回用这个群联系!认识我的人，我认识的人，来吧，这是我们的天堂~
101684,8,2002-09-19,Data伙食团,315,
101686,5,2002-09-19,宵夜活动群,0,
101688,195,2006-02-09,中国,187,制造业技术交流
101689,34,2002-09-19,水灵灵,4295,水灵灵
101690,18,2002-09-19,兴平计算机,0,
101692,174,2002-09-19,手游网站渠道,0,谢绝CP，SP，联盟等入场！
101693,44,2007-11-22,广东集团大客户群,213,群策群力，快乐工作，快乐生活
101695,18,2002-09-19,理工学院电子98-5班,0,理工学院电子98-5班
101697,18,2002-09-19,我的永久群,312,这是一片神奇的土地．．．
101698,4,2002-09-19,亲朋好友,0,
101701,2,2002-09-19,SCT,0,努力，奋进
101702,38,2002-09-19,UH,0,同一片天空下，我们可以共鸣
101704,47,2002-09-19,怀化池黔公路,212,
101708,6,2002-09-19,风向标,270,人生苦短
101709,15,2005-01-10,织网人工作室,187,
101710,1,2002-09-19,101710,184,
101714,11,2002-09-19,玉溪自由软件组织,187,
101716,1,2002-09-19,移动数据客户交流2,0,
101720,7,2002-09-19,街头篮球2区开心王国,0,街头篮球2区欢迎你们的加入
101723,4,2004-04-06,泰兴市志达电脑经营部,395,志达与您共创未来！
101728,3,2002-09-19,重庆零点指针,187,SupperMenSuperWoman
101729,13,2004-04-14,没事聊天,175,
101730,35,2004-10-08,郑州测绘学校吧,1356,
101732,15,2002-09-19,1#〓FTP联盟〓,59,网易北京虚拟社区FTP联盟！！在群内公布的FTP严禁外传！！！否则删无赦！！！
101736,1,2002-09-19,101736,395,
101737,49,2002-09-19,电脑迷VIP会员群,395,电脑迷VIP会员专用群
101738,6,2002-09-19,光盘组,395,
101742,23,2002-09-19,高三[5]班,4277,谷城三中里三（5）班
101743,135,2005-05-31,超级锦标赛迷恋专卖１,20,
101744,10,2005-06-13,=S.U.R.V=[R],72,
101746,4,2002-09-19,佳缘网络,0,为了佳缘
101747,53,2002-09-19,悠悠,187,放松心情，寻找自己的兴趣爱好
101748,8,2010-07-16,精品杂人,1910,
101750,1,2002-09-19,无锡电视台,193,无锡电视台内部工作联络用
101751,15,2002-09-19,白楼白菜帮,3098,只是锦州人经过认可后方可加入。
101752,7,2002-09-19,社团部,2215,
101753,3,2004-11-26,十字街俱乐部,391,
101755,10,2002-09-19,忽忘心安,402,
101758,29,2002-09-19,ABAPER论谈,175,
101759,63,2002-09-19,归宿,68,
101762,55,2004-02-15,电脑迷论坛版主,0,电脑迷论坛版主群
101763,2,2004-01-29,QQ号码,3451,
101764,52,2005-12-13,★星天下★研究群4-3,7,
101765,11,2005-06-24,电脑迷编辑部,20,
101766,7,2002-09-19,宿舍,2648,
101768,63,2002-09-19,01级信息与计算科学,2273,
101769,34,2002-09-19,光通9503班,395,川邮光通9503班在线活动室！
101770,10,2002-09-19,刘大智的群,62,
101771,50,2002-09-19,高三2班,2648,
101772,19,2002-09-19,石中87届三（四）班,4279,http://money.163.com/08/0220/08/454NADCK00252HF9.html
101773,84,2002-09-19,E路到底购物商城16DD.,56,淘宝购物群，淘宝网双黄钻买家为您提供全方位购物指导！喜欢购物的朋友欢迎您的加入！
101774,4,2002-09-19,不是盒子的群,0,
101775,14,2002-09-19,我的游戏,68,
101780,19,2010-12-01,SMS内部交流,184,神码教育系统
101782,5,2002-09-19,三班群,20,原三班同学
101785,6,2002-09-19,六班群,0,这是六班同学的群.
101786,91,2002-09-19,へ獨特Ω兲秤鏃ぺⅢ,129,へ獨特Ω兲秤鏃ぺ<br/>Ⅲ群收人中
101789,6,2004-08-07,燎原,20,贫苦艰难的生活他们无法选择，美丽的明天让我们与他<br/>们一起携手创造！！！！！
101796,5,2002-09-19,101796,0,北京大学数学科学学院概率统计系02级研究生
101799,35,2002-09-19,114班,3,
101801,1,2002-09-19,101801,137,
101802,54,2002-09-19,捣乱分子,4,业内，曾经的业内……
101803,37,2002-09-19,子辉传媒~影音工作室,64,
101804,25,2002-09-19,Aurora,73,-
101806,50,2002-09-19,部落黎明　,0,
101807,2,2002-09-19,真诚到永远,0,醉过，方知酒浓！爱过，才知情重！<br/>坚强自信活力沟通
101808,22,2002-09-19,TEST封神领域,0,RO。。TEST封神领域群。。。
101809,19,2002-09-19,益阳市一中高177班,2733,湖南省益阳市一中高177班
101811,46,2002-09-19,初98级4班,2502,万二中初98级(4)班同学群
101814,27,2002-09-19,附小88届二班,22,广东揭阳市师范附属小学88届(2)班<br/>
101818,55,2002-09-19,CRM产品部,395,
101819,43,2002-09-19,00计师（1）班,395,广东技术师范学院00计师（1）班
101821,80,2005-07-04,建行益阳市分行,212,建行益阳市分行的“员工家园”，家园文化噢！呵呵
101824,12,2002-09-19,家族,20,茶涩的亲友
101828,5,2002-09-19,性爱聊天室,0,性爱聊天室
101833,1,2002-09-19,蝎の恋,139,西南大学[SWU]天蝎群他人勿扰
101834,8,2005-08-16,TheLastName,393,
101836,51,2002-09-19,中大数学系96级,4279,中大数学系96级
101837,65,2002-09-19,网计四年,1967,西师网计2001级四年制同学群，加入请注明真名
101838,5,2002-09-19,101838,1,
101839,112,2003-12-26,即墨一中94届,4274,即墨一中94届校友群<br/>拒绝广告，请以真名申请加入，非94年毕业者勿扰，谢谢合作！
101840,5,2002-09-19,恢复搞活,0,
101841,2,2004-01-20,101841,0,
101842,4,2002-09-19,似的,0,
101843,10,2002-09-19,美女窝,0,四海之类皆朋友！
101844,14,2002-09-19,哈哈,0,日
101845,6,2002-09-19,同学,308,身無彩鳳雙飛翼，心有靈犀一點通。
101849,13,2003-12-26,海大会计94级,4274,中国海洋大学会计94级，加入的同学请提供真实姓名，谢谢。
101853,35,2002-09-19,初十四级六班,281,淄博十七中初十四级六班快加入吧！
101855,2,2002-09-19,密友,0,加入吧！
101856,1,2002-09-19,X系统,0,PC改造成苹果系统与Linux技术交流与咨询
101857,1,2002-09-19,追回合格证,187,维护车主利益，需要共同努力
101861,7,2002-09-19,。。。。,0,。。。。。。。。。。
101865,4,2002-09-19,香榭丽舍,0,
101867,41,2002-09-19,湘潭二中初３７５班,3266,375的同学请先加QQ：127335
101872,22,2002-09-19,统电96,0,嘉兴学院（原浙江经济高等专科学校）统电96班同学会
101873,22,2002-09-19,缘聚,16,朋友间互助友爱的联系与交流。
101874,22,2002-09-19,95生物工程系,395,四川大学生物工程系1995届
101877,140,2002-09-19,衡阳金天亿易游MZD无,188,无盘系统爱好者的家！<br/>
101878,63,2004-03-02,和谐菜场社区店,397,
101881,95,2002-09-19,技术师范学院GDIN,4279,"广东技术师范学院(原广东民族学院GDIN)<br/>101881,134276"
101882,25,2002-09-19,高中同学,4276,黑河中学高38级
101885,63,2005-01-11,田田,0,
101886,25,2003-10-14,封起De日子,323,交流投资经验，及时提供投资信息
101887,30,2002-09-19,101887：媒介研究,393,
101888,56,2004-03-22,最Cool·2班,20,最Cool的2班~hoho~
101891,54,2002-09-19,枣滕网络精英,188,"欢迎加入枣庄+滕州网络精英群,组建虚拟网赚团队。"
101895,30,2004-10-27,讯捷科技,4159,
101896,11,2002-09-19,HEU951111,4276,哈尔滨工程大学95-1111班
101897,1,2002-09-19,boxCG4F,0,为了联系方便而建立~
101900,4,2002-09-19,秘友,3499,"我的秘友们,ComeOn!"
101902,1,2007-07-05,管理团队,188,团队
101903,56,2002-09-19,同名同姓群-陈晓飞,144,全国各地-同名同姓大家族===）陈晓飞<br/><br/>陈晓飞大家庭欢迎您的加入？
101908,24,2002-09-19,成教04计本,395,
101912,8,2004-07-18,寝室,0,
101915,6,2004-01-10,101915,73,
101916,2,2002-09-19,4772457,20,--
101918,7,2002-09-19,缘起缘灭,0,
101919,5,2002-09-19,手机售后,187,
101922,2,2002-09-19,阿建,0,大家好
101924,1,2002-09-19,贫蛋,0,叮铛的贫蛋族
101927,39,2002-09-19,浙江怡然汽车公司员工,2066,浙江怡然汽车销售有限公司内部员工群，非公司员工一律不加！
101930,72,2002-09-19,04高5班,4265,"江津中学04高5班班级群,外班人谢绝入内。"
101931,2,2002-09-19,好\,319,好\朋友
101933,91,2002-09-19,棠香街一居委,2512,"[大足在线]（www.wndz.net）网友交流群<br/>本群禁止骂人,说脏话,以及不良聊天内容."
101936,14,2002-09-19,一筐蛋,0,这里是我的一群可以让我心灵得到歇息的独自体。
101937,3,2002-09-19,移动数据－客户交流,0,移动数据－客户交流
101939,10,2002-09-19,团队群,181,
101941,24,2002-09-19,经干98-5班,2240,经干98-5班同学
101944,3,2002-09-19,d~~调,62,
101946,11,2002-09-19,101946,0,“你们好吗”，想说这句话，想看你们的脸。我闭上眼，脉脉的想念。“你们好吗”，想说
101948,16,2004-01-11,支柱,0,同学
101951,67,2002-09-19,二白道河=交友中心,3109,
101957,13,2005-01-31,哈灵的小木偶,1950,上海戏剧学院04木偶表演
101961,93,2002-09-19,原始根据地,16,原始的社会，自由的论坛，www.3sky.cn<br/>(验证请讲原始ID)
101964,121,2002-09-19,流行时尚,310,专业女性SHOPPING群
101965,44,2002-09-19,01电科,315,01电科泡泡帮
101972,25,2002-09-19,XD395,395,西安电子科技大学395……欢迎你，同学！
101977,5,2002-09-19,101私人群,213,101私人群
101978,26,2002-09-19,缙中95届高三,4270,缙云中学95届X班……
101979,34,2002-09-19,高三四班,2011,追忆过去美好时光（非本班同学勿进）！
101985,77,2005-09-20,石家庄大学,18,
101986,29,2005-01-06,淘宝正规流程交易群,4159,
101990,2,2002-09-19,神奇的207,69,
101992,1,2002-09-19,101992,0,这里都是靓仔，想入群滴必须是靓女~~~否则。。。免谈~~嘎嘎~~
101993,63,2002-09-19,振海楼,4085,
101999,1,2002-09-19,101空降师,315,美军101空中突击师原来叫101空降师，也是美军的老牌空降部队，是著名的82空降师的姐妹
102001,15,2006-04-18,宣嘉名都花园,20,
102002,91,2002-09-19,嘟嘟传奇ぺ星月群(1),4065,
102005,6,2002-09-19,行会,0,都是行会的人
102006,29,2002-09-19,物电三班,1910,谢绝非本班人员！
102009,82,2002-09-19,★南通思域车主群★,3119,（车主群）南通本田思域(CIVIC)车友会【QQ群号：102009】.....
102013,8,2002-09-19,C/C++技术探讨与学习,78,本群是以C/C++为基础的技术讨论群<br/>开发环境:VisualC++6/VisualStudio2008
102015,72,2002-09-19,延中高2001级,4282,延中高2001级校友录
102023,24,2002-09-19,安财网络技术,2082,安徽财经大学网络技术交流群
102024,96,2007-09-28,┌吹水自治區┌,393,┌吹水自治區
102025,37,2002-09-19,94届28＆29班,4278,28＆29
102026,4,2004-12-10,一切皆有可能,309,
102029,1,2002-09-19,test,11,小溪流泉映花彩，白鹭飞鸟照红樱。<br/>凉风流白当空舞，明月碧日蕊寒香。
102030,190,2002-09-19,燕阳天VIP客户群,3928,燕阳天客户群①<br/>选号地址www.1390311.com<br/>TEL:15100100000
102032,1,2002-09-19,无赖者,0,海内存知己，天涯若比邻！
102033,4,2002-09-19,CSNHIP-HOP社区,0,中意HIP-HOP既就入来啦~~~~~~！不过你吾系HIP-HOP分子就吾好入来搞事喇~~！
102034,49,2002-09-19,04文秘,4272,福清龙华中专０４级文秘班
102035,21,2002-09-19,输9808光棍班,395,南京工程学院输9808班<br/>前身：南京高等电力专科学校
102038,65,2002-09-19,102038,2082,安徽财经大学认识张胡的人
102039,39,2002-09-19,∞九台时尚达人交友。,4080,∞　何小念。向钱冲!
102043,3,2002-09-19,情系海城,0,只加海城人
102044,11,2002-09-19,技术交流临时群,395,没有。
102045,35,2002-09-19,天堂之路,70,
102048,40,2002-09-19,964群英传,0,和尚庙
102049,1,2002-09-19,有点傻,0,同是天涯沦落人！！！
102053,1,2002-09-19,测试室的会议室,0,测试室在这里开会，闲人免进！
102054,3,2002-09-19,安徽95095联盟,11,95095中文名片，沟通无极限
102059,48,2002-09-19,梦幻代理,4103,
102060,27,2004-03-01,SAY哟系哟西,161,日语金领一级直通班.
102061,14,2002-09-19,武钢十小,2182,年轻一代
102063,10,2005-02-03,wargame-QQ,316,我们的wargame蒸蒸日上！
102064,21,2002-09-19,新沟桥小学63,2182,携手未来
102065,2,2006-10-07,济南沃尔玛QQ家族,2648,快乐吧！朋友们不管你身在何处，幸运与快乐时刻伴着你。邀济南沃尔玛员工、促销加入！
102067,30,2002-09-19,永远的02物教,2631,厦门大学物理系2002级物理学（师范类）班
102068,82,2002-09-19,永州网总群,2739,永州团购网www.00746.cn
102072,2,2002-09-19,0,0,0
102074,15,2002-09-19,图形图像,193,图形图像爱好者乐园<br/>Lanpic.com
102077,9,2002-09-19,工商951班,4263,工商951班
102080,18,2002-09-19,BADBOYHOME,2755,欢迎光临ＢＡＤ　ＢＯＹ　ＨＯＭＥ<br/>http://www.bbhcn.org
102081,28,2002-09-19,永远的97251,2182,华工汉口分校自控系通信工程97251
102083,1,2002-09-19,真心朋友,0,
102084,8,2004-07-20,悠游云南,262,嘻嘻，这里躲着一群旅行爱好者
102085,5,2002-09-19,102085,0,重庆工商大学（原渝州大学）九九级计算机
102088,124,2002-09-19,阳江聚会,2763,阳江聚会，入组阳江！0662.ORG
102092,22,2005-02-22,计算机1,2168,
102097,38,2002-09-19,电子渠道开发组,0,内部组，拒绝无关人员加入
102098,26,2002-09-19,90统信,4272,90统信班(只接受本班同学，请验证信息请写上您的大名及座号)
102101,52,2002-09-19,91届同学录,2219,广东省兴宁市技校91届同学录，加入者请注明班别和姓名。以待管理员查证。
102102,12,2002-09-19,高中,395,狗不吃的们，你们都快加入呀！<br/>^……^
102104,6,2002-09-19,一家人,395,
102109,7,2002-09-19,316家庭,2041,
102110,1,2002-09-19,30ALX,68,加啊！
102113,66,2002-09-19,99届高三五班,4269,"高中的我们,现在的我们我们还是我们，我们已经不是我们"
15320904,8,2007-11-23,上传,20,！！
15320908,38,2007-09-10,８.１,4295,　　　　　　不求、天长地久，只求、曾经拥有！
15320909,5,2005-08-30,好消息大家看群资料,187,鍏嶈垂鎷胯┍璨诲叐鐧惧潡!缇ら噷鐨勬湅鍙嬩滑鐢ㄦ墜鏈烘嫧鎵25906421228鍙傚姞渚ｅ
15320911,5,2006-05-17,∠絕世土Ｂ俱樂部″…,3013,
15320912,11,2005-09-06,4－118,308,4－118
15320913,2,2006-05-18,爱不释手,3123,个
15320914,1,2005-08-30,无聊,17,
15320915,11,2006-02-19,儱的传魜,2226,
15320916,9,2005-11-06,333--圣地也^0^,22,
15320917,9,2009-03-12,爱情斯托帮,0,網絡兼職，輕松在家賺錢www.kkn59.cn想做网络兼职的请速来报名
15320919,1,2005-08-30,叱诧风云↑天下,395,~~~~
15320920,13,2007-01-26,同学录,14,让我们共同努力吧，为了明天！
15320921,24,2005-08-30,超级乌兰精英~！,2685,
